q1_0,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_9,q2,q3,q4,q5,q6,q7_0,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q7_12,q7_13,q7_14,q8,q9,q10,q11_0,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12,q13,q14,q15,q16,q17_0_0,q17_0_1,q17_0_2,q17_0_3,q17_0_4,q17_0_5,q17_0_6,q17_1_0,q17_1_1,q17_1_2,q17_1_3,q17_1_4,q17_1_5,q17_1_6,q17_2_0,q17_2_1,q17_2_2,q17_2_3,q17_2_4,q17_2_5,q17_2_6,q17_3_0,q17_3_1,q17_3_2,q17_3_3,q17_3_4,q17_3_5,q17_3_6,q17_4_0,q17_4_1,q17_4_2,q17_4_3,q17_4_4,q17_4_5,q17_4_6,q17_5_0,q17_5_1,q17_5_2,q17_5_3,q17_5_4,q17_5_5,q17_5_6,q17_6_0,q17_6_1,q17_6_2,q17_6_3,q17_6_4,q17_6_5,q17_6_6,q17_7_0,q17_7_1,q17_7_2,q17_7_3,q17_7_4,q17_7_5,q17_7_6,year,gender,age,income,cosize,tenure,weight
5,1,5,9,0,3,5,4,9,6,2,5,,,,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,10,10,,,,,1,,,,,4,,,,,7,2,3,3,5,1,4,4,5,7,4,3,7,7,6,2,4,4,7,6,6,7,5,6,1,1,1,6,4,4,4,6,3,5,2,6,2,6,7,6,1,2,7,4,6,1,6,6,5,4,3,5,1,7,1,2,4,2,2,2,6,3,1.277347
8,6,0,4,9,1,1,5,7,10,4,,,,,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,4,,,,,1,,,,,,3,,,,,1,4,2,5,3,7,3,4,3,3,4,5,1,4,1,5,2,1,2,4,6,2,7,5,7,7,7,7,1,5,6,4,5,5,7,3,3,4,3,5,6,2,6,3,3,4,6,6,6,3,3,6,3,3,2,6,4,1,5,3,5,1,0.561781
9,4,3,3,3,1,1,5,2,6,1,5,,,,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,3,,,3,2,,,,1,,,3,,,,,6,5,1,4,6,7,2,1,2,7,2,3,5,4,6,7,7,6,6,6,4,6,2,6,5,6,5,6,3,1,4,6,5,3,2,4,6,1,1,7,1,5,5,3,1,3,5,6,5,2,7,6,1,5,3,1,4,1,2,7,2,3,1.282995
1,8,8,4,10,10,0,10,1,5,6,,,,,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,9,15,2,,3,,,2,5,1,4,4,,,,,4,2,3,1,7,6,5,1,5,4,6,6,5,6,4,1,1,2,5,6,7,2,7,5,1,2,5,1,5,4,4,1,6,6,5,7,3,6,1,2,7,2,4,4,6,7,4,7,7,3,6,2,6,5,1,1,4,2,5,1,2,4,1.137888
0,6,3,9,5,9,1,3,8,9,3,4,,,,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,6,8,,,,,,,,,,4,,,,,6,2,2,2,7,3,4,4,1,4,1,7,1,1,6,4,7,6,5,2,1,2,1,2,7,2,4,3,4,1,3,3,3,5,5,6,4,5,3,4,3,6,6,3,5,6,6,2,7,1,2,7,1,4,6,2,4,1,1,4,3,4,0.669429
3,3,2,4,5,2,2,2,5,1,1,4,,,,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,8,10,,,,,,,,,,2,3,3,1,2,7,1,7,3,4,4,4,3,2,2,2,1,6,3,7,1,6,3,4,6,4,7,2,6,4,3,5,2,4,5,7,3,7,5,6,5,7,3,5,3,3,6,5,1,1,6,7,4,1,5,2,2,6,5,6,5,4,1,3,5,2,4,0.93126
7,2,0,3,5,5,6,8,4,3,3,2,1,,,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,8,12,,,,,,,,,,3,,,,,4,2,2,4,5,4,3,2,2,5,4,5,3,2,3,2,6,7,5,3,4,6,5,7,7,4,4,1,3,6,4,6,4,6,5,1,1,3,1,7,1,7,1,1,5,7,7,1,3,7,3,1,1,3,2,1,4,1,1,6,2,2,0.693375
4,1,0,7,0,5,5,4,9,4,2,2,2,1,5,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,3,,,,,,,,1,,,4,,,,,4,7,7,4,2,6,7,1,5,7,6,4,2,4,7,6,7,5,6,7,1,3,6,4,5,6,7,3,1,1,2,4,3,6,4,7,1,4,4,4,7,2,6,5,4,7,1,6,1,3,1,3,6,4,1,5,4,2,5,1,6,1,1.245878
10,1,0,9,9,9,6,5,1,2,6,,,,,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,7,15,1,,,,1,,,,,3,,,,,6,3,3,6,2,7,6,5,3,3,4,6,4,5,1,2,2,7,1,5,1,5,6,3,1,5,6,1,6,4,6,2,5,4,7,6,4,3,3,5,2,3,5,4,2,3,7,5,2,4,3,2,7,7,6,6,4,2,2,1,1,3,1.369283
10,1,4,4,9,2,8,9,5,1,3,3,,,,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,4,,,,,,,,,,,2,1,1,,,2,5,5,5,6,7,2,3,5,1,5,5,7,5,1,1,3,1,4,1,5,1,7,2,7,2,7,6,2,6,2,1,3,4,3,3,1,4,4,5,3,5,7,1,2,2,4,4,1,1,7,2,1,1,7,7,4,1,4,1,6,2,0.992007
4,9,10,0,5,2,9,7,9,10,4,,,,,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,,,,,,,,,,,4,,,,,5,6,4,2,6,3,2,6,5,6,1,2,5,3,7,2,1,2,1,5,2,5,6,2,5,2,5,4,3,1,2,1,5,2,6,2,7,3,6,2,7,1,2,5,3,7,3,5,3,2,6,4,7,7,2,2,4,1,1,5,6,1,0.926768
9,10,1,0,3,2,4,4,9,1,2,1,1,,,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,7,6,,,,,,,,,,1,7,,,,7,6,6,2,3,5,1,3,2,3,4,1,5,6,1,3,6,6,2,2,3,6,5,4,1,5,1,7,7,7,2,5,4,4,4,1,1,7,1,5,5,2,4,7,6,7,3,2,7,2,6,3,3,5,6,1,4,2,3,2,5,1,0.860408
1,9,9,8,3,6,5,2,7,2,2,4,,,,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,7,14,2,,,,,,,,,3,,,,,6,1,3,6,5,2,7,4,1,4,4,6,5,2,5,2,5,6,3,2,4,5,3,7,3,7,5,2,3,6,4,5,1,6,1,2,1,7,3,5,4,5,3,2,5,4,6,7,1,6,5,3,4,5,4,7,4,2,3,3,4,1,1.130246
8,1,7,1,4,3,2,9,6,9,6,,,,,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,15,1,,,,,,,,,4,,,,,2,6,3,4,5,1,4,5,3,4,2,4,3,7,1,1,3,7,1,2,3,1,4,7,1,2,7,4,7,3,6,7,5,2,5,7,6,7,2,5,1,2,7,6,2,5,1,5,6,5,3,6,2,2,7,5,4,2,4,1,3,3,0.746878
9,0,8,6,1,5,10,6,6,7,5,,,,,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,,,,,,,,,,,4,,,,,3,4,5,1,4,5,3,1,6,3,6,6,6,7,4,7,7,1,6,2,5,3,5,2,2,4,2,7,7,4,4,6,2,5,3,3,1,6,7,4,1,1,2,2,3,3,4,3,6,5,2,1,7,1,2,1,4,2,1,4,6,3,1.431161
4,8,7,8,0,3,7,3,2,3,4,,,,,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,4,,,,,,,1,,,,1,3,3,2,,1,4,5,1,2,5,7,7,5,4,2,4,4,3,1,4,5,4,1,4,6,6,5,5,7,5,4,7,2,7,1,3,1,7,7,5,7,5,3,4,4,7,2,7,5,1,1,7,4,4,5,6,4,6,3,4,4,2,5,1,5,1,0.87788
6,2,4,10,10,2,8,5,10,8,1,5,,,,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,6,7,,,,1,,,,,,2,2,1,,,3,2,7,7,1,7,6,3,6,6,7,6,5,5,1,2,2,2,4,1,6,6,1,5,6,7,2,6,1,7,5,4,5,5,5,1,3,1,2,4,7,1,7,5,4,2,2,3,3,3,2,6,4,2,5,5,4,1,5,6,1,3,1.022473
1,1,2,0,6,2,0,8,8,10,4,,,,,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,8,10,,,2,,,1,,,3,2,6,,,,1,2,2,4,2,6,3,3,4,2,1,1,4,3,3,2,5,6,4,5,1,7,5,6,4,6,3,3,7,7,2,7,6,5,4,5,5,6,6,6,7,4,1,7,6,4,2,6,3,3,6,3,6,7,5,2,4,1,3,5,1,2,0.819696
8,7,1,6,7,4,1,3,4,5,4,,,,,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,7,13,2,,1,,,3,,2,,4,,,,,2,3,3,4,5,2,1,5,4,3,6,3,4,3,5,2,1,4,4,6,2,3,2,2,7,3,2,3,3,1,7,6,3,7,6,1,5,7,7,6,5,1,1,2,5,5,4,2,6,2,5,7,4,3,7,2,4,1,3,3,6,1,1.337281
2,3,9,6,5,1,6,0,9,9,7,,,,,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,4,,,,,,,,,,,2,6,,,,1,7,7,7,7,5,2,4,6,1,5,3,2,3,6,5,3,6,2,6,2,4,5,3,7,1,4,2,4,7,7,2,7,1,7,6,3,3,6,7,5,1,1,7,6,4,5,6,7,7,5,4,2,5,6,2,4,1,5,4,3,3,0.507379
6,9,0,6,8,0,0,5,4,7,6,,,,,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,7,6,,5,4,,,3,,1,2,2,3,2,1,8,7,6,6,4,3,6,4,3,7,7,5,3,2,6,3,4,7,5,2,5,5,1,2,4,3,2,4,6,5,1,5,6,3,2,6,5,6,1,1,4,4,2,2,5,7,5,5,6,6,1,2,4,4,5,3,7,4,2,2,5,1,2,0.674841
6,4,3,9,3,4,8,10,3,4,5,,,,,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,10,5,2,,,,,,,,,2,6,,,,1,5,1,4,2,7,4,5,2,3,5,7,6,5,1,1,6,1,6,5,4,2,2,4,5,3,3,6,1,3,1,4,6,7,2,6,6,6,1,6,3,6,6,5,5,1,1,1,6,3,6,6,1,5,4,1,4,1,3,6,6,3,1.292959
3,2,6,8,0,1,2,10,8,7,6,,,,,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,6,2,1,,,,,,,,,2,4,,,,2,7,1,1,5,4,6,3,4,1,1,7,5,1,6,5,7,4,4,5,4,5,2,3,6,5,2,6,1,3,2,4,2,5,1,5,5,6,5,2,1,3,2,3,2,2,3,5,6,4,4,3,2,4,5,2,4,2,2,6,6,4,1.346616
8,3,4,0,8,0,9,0,3,1,7,,,,,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,6,14,1,1,,,,,,,,1,5,,,,1,6,6,2,4,5,1,2,5,3,6,7,1,1,2,3,2,5,7,5,2,2,6,1,6,3,3,4,3,7,7,4,6,4,7,2,7,2,4,4,3,7,7,3,6,5,4,2,2,6,2,5,1,2,2,6,4,1,2,1,6,4,1.124374
7,10,6,2,8,1,3,7,6,10,7,,,,,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,,,,,,,,,,,1,7,,,,5,2,2,7,3,1,7,1,3,2,4,4,2,1,3,4,1,3,6,6,1,2,3,5,7,5,1,2,7,7,5,7,1,7,5,6,1,2,1,4,2,6,7,6,2,4,6,4,2,6,3,1,2,7,4,3,4,1,1,4,4,4,0.807748
5,5,8,3,2,7,3,9,2,7,5,,,,,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,,,,,,,,,,,1,6,,,,7,4,2,3,4,4,7,1,6,6,5,7,1,3,4,7,6,6,3,4,2,2,2,7,2,4,3,3,3,2,6,7,1,2,6,5,2,4,5,7,7,4,6,7,4,3,1,2,5,1,1,7,5,5,5,6,4,1,5,6,6,1,0.716986
8,8,6,2,8,8,6,8,5,1,4,,,,,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,,,,,,,,,,,2,5,,,,1,6,1,5,7,5,5,5,3,2,3,2,7,7,6,2,4,6,2,1,3,2,5,6,2,7,7,5,7,2,7,6,7,7,1,5,4,2,5,5,3,4,2,4,5,3,1,5,6,2,6,1,5,2,6,2,4,2,5,1,4,4,1.001829
2,3,6,7,8,7,5,2,5,8,4,,,,,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,3,,,,3,5,,,4,1,2,1,3,2,2,,3,5,6,2,2,4,6,3,2,5,2,1,6,5,6,2,6,7,6,6,5,1,3,2,4,7,7,7,6,4,3,4,2,5,5,2,7,5,7,3,4,6,5,1,6,1,2,2,1,6,2,6,3,1,5,1,4,1,1,5,5,1,0.856147
3,10,6,5,2,1,6,10,10,3,5,,,,,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,1,1,,,,,,,,,4,,,,,4,7,1,4,4,2,2,4,4,3,7,5,7,5,4,5,2,7,2,1,4,1,1,1,7,3,4,2,5,5,1,5,4,2,1,2,3,7,1,4,7,4,2,7,6,2,6,3,5,1,2,7,4,6,7,3,4,1,5,7,1,2,1.024589
4,10,5,4,3,0,2,10,4,1,1,3,,,,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,3,,,,,,,,,,,2,7,,,,7,6,7,3,7,3,2,1,5,7,5,1,5,3,4,7,7,1,7,1,3,2,2,3,7,3,7,2,5,3,5,6,4,7,5,6,5,2,7,6,1,1,6,1,3,4,3,4,4,1,1,6,1,2,1,1,4,1,5,4,5,2,1.20028
5,1,6,5,3,3,5,3,1,0,3,4,,,,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,7,1,2,,,,,,,,,2,1,3,1,9,1,1,6,7,6,3,2,4,7,5,3,3,6,1,1,2,2,6,4,4,1,4,6,5,7,2,6,3,3,2,2,2,4,7,7,2,3,5,4,6,4,4,4,3,6,3,6,7,6,7,2,1,7,2,1,6,4,1,1,2,6,3,0.688283
0,9,6,6,6,7,9,7,3,6,5,,,,,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,2,,,,1,,,3,,2,,4,,,,,4,4,3,2,1,2,5,3,6,6,3,3,7,1,2,6,4,7,6,6,6,5,2,7,3,5,1,1,3,4,5,3,1,5,1,2,5,3,6,7,6,2,6,7,5,6,4,2,6,4,6,1,7,4,6,5,4,2,5,5,6,1,0.968387
7,4,1,5,1,10,7,5,10,8,5,,,,,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,3,,,,,,,,,,,2,5,,,,7,3,4,1,7,7,3,3,5,7,4,7,3,2,1,1,1,3,2,7,2,3,2,4,3,7,2,7,6,1,7,3,2,1,7,3,2,2,2,4,6,4,3,7,4,5,6,7,7,6,6,7,2,5,2,4,4,2,1,2,4,2,1.085092
0,9,6,8,10,5,8,2,8,7,5,,,,,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,3,,,1,4,5,2,,3,,,3,,,,,5,6,2,5,6,4,7,1,3,5,4,2,2,5,2,4,5,7,7,1,3,1,7,3,6,5,3,5,2,3,6,7,6,4,5,1,7,1,6,1,4,5,7,1,3,4,4,3,4,2,1,2,7,6,2,5,4,2,4,7,5,4,0.538271
2,8,8,7,6,10,5,6,1,6,6,,,,,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,2,,,,1,,,,3,,2,4,,,,,4,2,6,3,2,2,4,7,2,5,1,4,2,4,2,3,6,2,3,3,7,4,7,1,2,5,1,4,2,2,5,6,7,2,1,7,4,1,5,4,7,1,1,4,1,5,6,2,5,7,2,4,2,2,5,6,4,2,3,1,3,3,1.46403
9,9,8,8,5,8,5,8,9,3,5,,,,,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,6,10,,,,,,1,,,2,4,,,,,6,4,1,7,1,3,6,5,3,5,3,5,3,2,3,1,5,3,1,1,4,6,1,5,2,2,3,1,1,4,3,1,2,4,2,1,6,1,3,6,2,1,1,2,3,1,5,3,4,3,1,1,4,4,3,2,4,1,3,6,5,2,0.584319
6,5,2,0,3,7,5,10,10,7,4,,,,,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,,,2,1,,3,,,,4,2,7,,,,3,6,7,2,2,3,5,6,5,3,6,2,7,4,7,5,7,2,6,2,4,4,7,3,1,2,2,2,4,2,5,1,2,3,7,7,6,5,7,1,4,4,5,5,5,3,1,5,5,4,4,2,6,1,1,5,4,2,3,7,4,3,0.928668
1,7,6,6,9,9,8,9,10,5,3,1,1,,,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,2,,,,,,,,,,,4,,,,,4,4,6,6,2,3,6,3,5,2,7,7,4,3,7,5,2,2,1,4,5,1,5,5,3,7,5,1,4,5,6,4,6,4,4,3,1,4,5,7,1,6,5,3,6,7,7,7,6,4,2,3,7,7,6,2,4,1,5,4,3,4,0.733094
6,5,5,3,9,7,5,1,5,6,7,,,,,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,7,6,,,,,,,,,,2,3,1,,,5,7,5,3,4,3,6,7,5,7,2,7,7,4,3,5,5,1,1,5,5,4,6,4,7,3,4,1,4,2,4,5,5,7,4,1,7,5,7,7,3,7,7,5,6,6,2,1,6,2,3,2,6,6,4,4,4,1,1,6,2,3,1.358275
0,3,2,7,2,8,6,5,9,2,5,,,,,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,7,10,,,,,,,,,,2,2,2,1,3,7,5,2,3,4,5,2,4,4,3,4,5,5,4,6,1,1,2,1,1,3,5,5,3,1,3,3,6,2,5,5,2,6,2,1,1,2,2,4,5,2,2,5,2,7,4,5,5,7,4,2,2,1,4,6,7,4,2,3,1,6,3,1.086073
7,0,5,10,2,2,6,4,8,2,5,,,,,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,,,3,2,,,5,4,,1,2,2,2,1,9,2,5,3,1,7,4,4,3,2,5,5,5,4,6,3,2,1,7,3,4,2,6,2,4,6,5,7,4,4,2,3,1,5,1,3,1,5,3,4,5,5,4,3,3,7,5,4,3,4,5,5,1,7,3,7,7,4,2,2,7,6,4,1.336717
8,4,4,9,7,0,6,0,3,8,7,,,,,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,8,7,,3,,,,1,2,,,1,1,2,1,10,4,6,6,1,2,6,2,1,1,6,5,2,1,4,1,6,1,2,2,1,3,5,2,2,3,6,2,3,1,6,2,4,5,3,4,6,7,1,7,5,4,3,1,6,4,5,5,5,5,6,6,4,4,1,6,3,4,1,3,4,3,2,1.063075
5,6,2,1,2,1,8,10,8,1,1,4,,,,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,4,,,,,,,,,,,2,4,,,,6,2,4,5,6,1,2,2,2,7,2,4,7,2,1,7,5,7,7,3,1,1,2,1,4,7,5,3,7,1,6,5,7,5,7,3,4,4,1,2,7,7,7,7,6,1,3,1,7,6,2,7,6,7,6,2,4,1,5,7,2,2,0.632597
3,6,4,10,10,6,7,9,3,9,3,1,1,,,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,4,,,,,,,,,,,4,,,,,5,3,2,7,1,7,7,6,4,7,5,6,7,2,4,2,5,6,6,1,5,6,7,3,3,2,7,1,1,2,3,2,1,7,5,2,2,1,4,1,3,1,1,4,2,4,1,7,5,4,3,1,1,4,2,6,4,1,2,6,5,2,1.113852
5,7,6,8,0,6,1,1,10,8,6,,,,,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,7,3,1,,,,,1,,,,1,3,3,2,,3,2,5,4,3,5,6,2,1,6,5,7,3,4,7,4,1,4,2,7,6,6,1,5,7,7,4,6,2,3,6,2,2,6,4,5,7,7,3,2,2,2,5,5,1,6,2,3,6,4,1,5,5,1,5,5,4,2,3,7,2,4,0.621108
3,0,6,0,0,1,5,9,2,5,2,4,,,,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,9,5,1,,,,,,,,,2,1,1,,,5,3,3,4,1,2,6,4,5,6,4,1,2,5,5,2,7,4,4,3,3,7,4,3,5,1,2,6,3,1,1,6,7,3,3,1,7,3,6,7,5,4,7,6,3,4,7,6,3,6,1,2,2,1,2,7,4,2,3,7,3,2,1.4436
9,2,0,9,3,5,0,6,1,2,7,,,,,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,5,,,2,3,,,,1,,,4,,,,,5,4,7,1,4,5,5,2,4,1,7,1,5,2,3,5,1,1,2,2,3,5,1,1,7,4,3,3,6,5,5,1,4,3,5,2,3,3,5,6,2,4,5,4,5,5,3,4,4,4,2,4,1,1,6,6,4,2,3,6,4,1,1.476297
2,6,7,0,3,5,10,10,10,3,4,,,,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,3,,,,,,,,,,,2,6,,,,7,7,4,4,5,5,5,7,2,3,6,3,3,6,1,3,2,4,5,3,7,3,5,7,7,1,6,5,4,2,5,3,6,2,2,3,2,3,3,3,2,2,6,5,2,1,7,2,3,5,3,1,4,1,7,7,4,2,2,2,6,2,0.771787
2,7,8,9,0,4,1,2,5,8,2,1,1,,,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,4,,,2,,5,,,4,3,1,1,7,,,,7,1,5,3,2,7,6,7,5,2,4,3,7,4,7,4,2,6,2,2,5,5,1,7,1,5,5,2,2,2,3,1,7,3,4,4,4,4,3,2,3,1,6,5,5,6,3,3,4,6,7,2,4,7,5,4,4,2,5,2,2,2,0.93998
0,1,6,2,7,5,9,1,0,9,7,,,,,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,7,5,2,,,1,,,,,,2,1,3,1,3,2,3,3,5,7,4,2,7,7,4,1,2,1,5,2,4,4,5,4,1,7,5,2,2,6,6,4,7,7,4,4,3,2,6,5,4,4,3,5,1,7,6,7,4,1,3,4,6,1,4,6,5,5,1,1,3,4,1,1,7,1,2,0.70105
6,4,3,3,0,2,10,5,7,5,7,,,,,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,7,14,2,,,,,,,1,,2,1,1,,,7,7,4,2,3,2,5,3,1,1,6,1,7,7,1,2,3,6,2,3,6,2,6,5,6,4,5,6,6,6,1,7,5,7,1,4,3,2,7,6,2,7,1,2,5,5,7,4,3,5,3,2,6,1,7,6,4,1,5,6,6,3,0.874114
0,2,0,3,0,1,0,4,7,0,4,,,,,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,2,,,,,,1,,,,,3,,,,,7,5,2,6,2,5,4,6,2,5,4,6,1,3,7,6,1,7,5,4,4,4,4,3,1,3,1,7,7,3,7,3,1,3,3,3,7,4,4,3,2,6,2,2,1,6,2,2,7,7,6,3,2,6,5,7,4,1,3,5,5,2,1.46166
4,4,1,10,9,5,7,9,6,3,5,,,,,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,,,,,,,,,1,,1,4,,,,3,4,2,2,3,2,1,2,5,7,1,6,3,5,3,1,5,5,6,1,1,3,1,1,7,6,1,2,3,3,7,4,3,5,6,6,1,7,1,3,7,4,2,4,7,1,3,3,4,3,2,4,4,5,7,2,4,1,2,1,6,1,1.121844
6,1,7,0,6,4,0,0,6,9,3,5,,,,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,8,13,2,,,,,,,,,2,2,2,2,,4,6,6,7,4,3,5,2,3,4,1,1,6,3,5,1,5,6,7,1,2,3,5,1,5,3,3,4,6,5,2,5,4,6,7,6,5,2,3,5,5,7,1,1,3,5,4,6,1,7,2,2,4,4,4,7,4,2,5,6,3,1,1.431497
10,7,1,2,1,5,5,5,9,9,2,3,,,,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,3,,,,,,,,,,,4,,,,,1,7,3,6,3,4,3,5,2,7,6,3,3,7,4,6,3,1,7,1,5,7,1,4,7,1,1,7,3,7,5,4,4,4,6,3,3,6,4,1,3,7,4,6,2,1,5,3,6,1,5,2,4,6,7,2,4,2,3,1,3,3,1.334401
3,9,8,5,5,0,6,10,10,3,6,,,,,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,4,,,,3,,,2,,,1,3,,,,,4,7,4,1,6,5,3,1,5,2,6,3,2,6,7,5,6,3,2,1,1,3,3,4,1,5,5,6,2,1,5,5,2,5,1,5,6,7,5,3,4,3,1,4,4,5,1,5,3,5,2,5,2,6,4,2,4,2,2,2,3,1,0.906041
9,4,4,10,7,2,6,8,0,1,4,,,,,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,9,8,,,,,,,,,,1,4,,,,1,5,7,1,2,1,1,6,2,2,1,3,4,6,1,2,5,4,5,4,2,3,7,5,7,6,4,1,6,5,6,2,7,7,3,6,2,5,4,1,3,2,6,3,7,4,5,3,5,4,1,1,5,5,2,1,4,2,4,7,6,1,0.772839
6,10,0,3,9,5,2,0,9,3,1,1,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,5,,,,,,,,,,,4,,,,,1,3,2,7,6,4,4,6,7,7,7,2,4,1,2,5,3,1,4,6,2,2,6,7,1,7,5,2,6,4,6,7,5,6,6,6,6,3,4,3,1,3,1,4,2,6,6,2,1,4,3,3,3,6,7,5,4,2,4,2,2,3,0.967687
9,2,1,2,0,9,3,8,6,1,2,4,,,,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,6,7,,,,,,,,,,3,,,,,7,7,7,4,2,6,2,2,3,3,4,1,1,1,3,6,4,3,1,7,3,1,2,1,2,5,4,2,5,7,2,5,4,1,1,2,6,3,6,5,2,3,1,7,4,6,1,5,4,7,4,2,4,5,7,3,4,2,5,7,5,3,0.682354
9,0,8,4,0,2,0,10,5,3,4,,,,,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,5,,,,1,,,,3,2,4,3,,,,,1,3,6,6,4,3,1,5,6,6,7,5,6,6,1,2,1,5,1,5,3,5,1,7,4,4,3,5,3,4,4,3,2,3,5,7,5,4,4,4,4,4,7,2,3,5,4,1,1,1,5,4,6,4,7,4,4,2,3,3,6,4,0.781335
4,7,1,0,1,10,7,7,10,5,3,2,2,2,,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,8,9,2,,,,,,,,,3,,,,,7,3,7,6,6,2,6,2,5,3,4,1,1,7,1,4,7,2,7,1,1,3,4,1,7,4,6,7,5,7,2,6,7,2,2,5,4,4,2,5,5,4,4,5,7,6,2,1,1,1,1,7,6,1,2,7,4,2,4,5,5,1,0.690488
8,10,1,2,1,10,10,0,1,4,7,,,,,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,10,7,,5,3,2,,4,,1,,4,,,,,7,3,3,3,3,2,4,3,4,5,1,7,3,1,7,3,6,2,5,2,5,2,4,3,4,3,7,3,7,2,7,5,2,6,7,3,7,3,5,4,6,3,4,6,5,5,7,2,1,4,5,6,2,1,5,1,4,1,5,7,4,2,0.648006
9,2,10,1,6,9,5,3,8,2,5,,,,,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,8,3,1,,,,,,,,,1,6,,,,4,3,1,5,1,3,1,6,1,1,1,3,6,6,7,4,5,2,7,5,3,3,3,1,3,2,1,2,3,4,6,2,5,1,6,4,3,5,2,2,2,1,3,5,3,6,2,1,3,4,2,7,1,4,2,3,4,1,3,1,5,1,1.306745
5,2,0,8,6,7,4,6,9,5,1,1,3,2,,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,9,11,,,,1,2,,3,,4,4,,,,,4,1,1,5,2,6,7,2,1,4,1,4,1,2,2,7,4,1,2,5,5,5,2,7,6,3,5,6,4,5,1,7,2,5,2,1,1,7,1,1,2,4,3,4,5,6,3,6,3,2,3,3,1,7,1,4,4,1,4,6,2,4,0.535899
